snapshot_date,building,in_market,unit,unit_type,beds,baths,sqft,asking_rent,net_effective_rent,price_basis,concession_text,available_date,data_flag,conc_months,lease_months,first_seen,last_seen,active
2026-06-08,Four Twenty Five Summit,1,0606,Studio,0,1.0,475,2880.0,2674.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-11,Four Twenty Five Summit,1,0606,Studio,0,1.0,475,2880.0,2520.0,both,"$2,301.25 Net Effective Rent",8/2/2026,,,,2026-06-11,2026-06-11,0
2026-07-20,Four Twenty Five Summit,1,0709,Studio,0,1.0,515,2995.0,2620.0,both,"$2,296.88 Net Effective Rent",9/27/2026,,,,2026-07-20,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,0717,Studio,0,1.0,,2510.0,2331.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-08,Four Twenty Five Summit,1,0821,Studio,0,1.0,635,3255.0,3023.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-20,Four Twenty Five Summit,1,0821,Studio,0,1.0,635,3280.0,2870.0,both,"$2,296.88 Net Effective Rent",,,,,2026-06-11,2026-07-20,1
2026-07-20,Four Twenty Five Summit,1,0822,Studio,0,1.0,529,3055.0,2673.0,both,"$2,296.88 Net Effective Rent",,,,,2026-07-18,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,1004,Studio,0,1.0,565,3180.0,2953.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-16,Four Twenty Five Summit,1,1004,Studio,0,1.0,565,3180.0,2782.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-16,0
2026-06-08,Four Twenty Five Summit,1,1012,Studio,0,1.0,,2610.0,2424.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-08,Four Twenty Five Summit,1,1209,Studio,0,1.0,383,2700.0,2507.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-20,Four Twenty Five Summit,1,1209,Studio,0,1.0,383,2700.0,2362.0,both,"$2,336.25 Net Effective Rent",8/3/2026,,,,2026-06-11,2026-06-20,0
2026-07-20,Four Twenty Five Summit,1,1212,Studio,0,1.0,374,2675.0,2340.0,both,"$2,296.88 Net Effective Rent",10/26/2026,,,,2026-07-19,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,1409,Studio,0,1.0,383,2640.0,2451.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-13,Four Twenty Five Summit,1,1409,Studio,0,1.0,383,2640.0,2310.0,both,"$2,310.00 Net Effective Rent",7/22/2026,,,,2026-06-11,2026-06-13,0
2026-06-08,Four Twenty Five Summit,1,1412,Studio,0,1.0,374,2670.0,2479.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-22,Four Twenty Five Summit,1,1412,Studio,0,1.0,374,2670.0,2336.0,both,"$2,336.25 Net Effective Rent",8/6/2026,,,,2026-06-11,2026-06-22,0
2026-06-22,Four Twenty Five Summit,1,1513,Studio,0,1.0,436,2830.0,2476.0,both,"$2,336.25 Net Effective Rent",9/13/2026,,,,2026-06-16,2026-06-22,0
2026-06-08,Four Twenty Five Summit,1,1604,Studio,0,1.0,565,3280.0,3046.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-16,Four Twenty Five Summit,1,1604,Studio,0,1.0,565,3280.0,2870.0,both,"$2,336.25 Net Effective Rent",7/4/2026,,,,2026-06-11,2026-06-16,0
2026-06-20,Four Twenty Five Summit,1,1609,Studio,0,1.0,383,2680.0,2345.0,both,"$2,336.25 Net Effective Rent",6/22/2026,,,,2026-06-11,2026-06-20,0
2026-06-27,Four Twenty Five Summit,1,1611,Studio,0,1.0,509,3010.0,2633.0,both,"$2,384.38 Net Effective Rent",7/16/2026,,,,2026-06-11,2026-06-27,0
2026-06-08,Four Twenty Five Summit,1,1704,Studio,0,1.0,565,3300.0,3064.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-20,Four Twenty Five Summit,1,1704,Studio,0,1.0,565,3300.0,2887.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-20,0
2026-06-08,Four Twenty Five Summit,1,1709,Studio,0,1.0,383,2700.0,2507.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-16,Four Twenty Five Summit,1,1709,Studio,0,1.0,383,2700.0,2362.0,both,"$2,336.25 Net Effective Rent",6/26/2026,,,,2026-06-11,2026-06-16,0
2026-06-08,Four Twenty Five Summit,1,1911,Studio,0,1.0,509,3070.0,2851.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-25,Four Twenty Five Summit,1,1911,Studio,0,1.0,509,3070.0,2686.0,both,"$2,384.38 Net Effective Rent",7/27/2026,,,,2026-06-11,2026-06-25,0
2026-07-20,Four Twenty Five Summit,1,1912,Studio,0,1.0,374,2795.0,2445.0,both,"$2,296.88 Net Effective Rent",10/6/2026,,,,2026-07-20,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,2004,Studio,0,1.0,565,3410.0,3166.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-20,Four Twenty Five Summit,1,2004,Studio,0,1.0,565,3410.0,2983.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-20,0
2026-07-18,Four Twenty Five Summit,1,2112,Studio,0,1.0,374,2835.0,2480.0,both,"$2,296.88 Net Effective Rent",8/11/2026,,,,2026-06-30,2026-07-18,0
2026-06-08,Four Twenty Five Summit,1,2213,Studio,0,1.0,436,2930.0,2721.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-26,Four Twenty Five Summit,1,2213,Studio,0,1.0,436,2930.0,2563.0,both,"$2,384.38 Net Effective Rent",8/2/2026,,,,2026-06-11,2026-06-26,0
2026-07-20,Four Twenty Five Summit,1,2307,Studio,0,1.0,383,2845.0,2489.0,both,"$2,296.88 Net Effective Rent",9/26/2026,,,,2026-07-20,2026-07-20,1
2026-07-20,Four Twenty Five Summit,1,2407,Studio,0,1.0,383,2845.0,2489.0,both,"$2,296.88 Net Effective Rent",10/24/2026,,,,2026-07-19,2026-07-20,1
2026-06-16,Four Twenty Five Summit,1,2410,Studio,0,1.0,374,2680.0,2345.0,both,"$2,336.25 Net Effective Rent",8/1/2026,,,,2026-06-11,2026-06-16,0
2026-06-08,Four Twenty Five Summit,1,2510,Studio,0,1.0,374,2700.0,2507.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-17,Four Twenty Five Summit,1,2510,Studio,0,1.0,374,2725.0,2384.0,both,"$2,296.88 Net Effective Rent",7/29/2026,,,,2026-06-11,2026-07-17,0
2026-06-08,Four Twenty Five Summit,1,2511,Studio,0,1.0,436,2990.0,2776.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-27,Four Twenty Five Summit,1,2511,Studio,0,1.0,436,2990.0,2616.0,both,"$2,384.38 Net Effective Rent",7/28/2026,,,,2026-06-11,2026-06-27,0
2026-06-08,Four Twenty Five Summit,1,2609,Studio,0,1.0,510,3210.0,2981.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-29,Four Twenty Five Summit,1,2609,Studio,0,1.0,510,3210.0,2808.0,both,"$2,384.38 Net Effective Rent",8/8/2026,,,,2026-06-11,2026-06-29,0
2026-06-08,Four Twenty Five Summit,1,PH03,Studio,0,1.0,,3250.0,3018.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-08,Four Twenty Five Summit,1,PH04,Studio,0,1.0,374,2740.0,2544.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-25,Four Twenty Five Summit,1,PH04,Studio,0,1.0,374,2740.0,2397.0,both,"$2,384.38 Net Effective Rent",7/31/2026,,,,2026-06-11,2026-06-25,0
2026-07-20,Haus25,1,fp1,1BR,1,1.0,675,4750.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp2,1BR,1,1.0,685,4600.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp3,1BR,1,1.0,809,5440.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp7,1BR,1,1.0,744,5695.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp8,1BR,1,1.0,847,5675.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp9,1BR,1,1.0,835,5205.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp10,2BR,2,1.0,1003,6860.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp4,Studio,0,1.0,475,3630.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp5,Studio,0,1.0,478,3750.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Haus25,1,fp6,Studio,0,1.0,575,4175.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-09,Journal Square Urby,1,1416,1BR,1,1.0,,3365.0,,asking,"$3,934 */mo * Price includes concessions.",08/14/2026,,,,2026-06-12,2026-07-09,0
2026-07-20,Journal Square Urby,1,1605,1BR,1,1.0,523,3450.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/26/2026,,,,2026-06-08,2026-07-20,1
2026-06-11,Journal Square Urby,1,1605,1BR,1,1.0,523,3425.0,,asking,"$2,786 */mo * Price includes concessions.",07/26/2026,,,,2026-06-11,2026-06-11,0
2026-06-19,Journal Square Urby,1,1816,1BR,1,1.0,,3350.0,,asking,"$2,874 */mo * Price includes concessions.",07/17/2026,,,,2026-06-19,2026-06-19,0
2026-06-18,Journal Square Urby,1,1908,1BR,1,1.0,523,,3227.0,net_effective,"$2,679 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-18,0
2026-06-11,Journal Square Urby,1,1908,1BR,1,1.0,523,3545.0,,asking,"$2,786 */mo * Price includes concessions.",06/13/2026,,,,2026-06-11,2026-06-11,0
2026-06-23,Journal Square Urby,1,2008,1BR,1,1.0,523,3495.0,,asking,"$2,885 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-23,0
2026-06-11,Journal Square Urby,1,2008,1BR,1,1.0,523,3545.0,,asking,"$2,786 */mo * Price includes concessions.",06/13/2026,,,,2026-06-11,2026-06-11,0
2026-07-20,Journal Square Urby,1,208,1BR,1,2.0,,3525.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/04/2026,,,,2026-07-19,2026-07-20,1
2026-06-16,Journal Square Urby,1,2107,1BR,1,1.0,523,3495.0,,asking,"$2,679 */mo * Price includes concessions.",07/12/2026,,,,2026-06-08,2026-06-16,0
2026-07-20,Journal Square Urby,1,212,1BR,1,1.0,,3195.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,09/06/2026,,,,2026-07-08,2026-07-20,1
2026-07-08,Journal Square Urby,1,2307,1BR,1,1.0,,3505.0,,asking,"$2,787 */mo * Price includes concessions.",09/03/2026,,,,2026-06-20,2026-07-08,0
2026-06-23,Journal Square Urby,1,305,1BR,1,1.0,,3005.0,,asking,"$2,885 */mo * Price includes concessions.",08/06/2026,,,,2026-06-11,2026-06-23,0
2026-07-20,Journal Square Urby,1,416,1BR,1,1.0,,3275.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/19/2026,,,,2026-06-16,2026-07-20,1
2026-06-28,Journal Square Urby,1,507,1BR,1,1.0,523,,2791.0,net_effective,"$2,716 */mo * Price includes concessions.",07/03/2026,,,,2026-06-08,2026-06-28,0
2026-06-11,Journal Square Urby,1,507,1BR,1,1.0,523,,2849.0,net_effective,"$2,786 */mo * Price includes concessions.",07/03/2026,,,,2026-06-11,2026-06-11,0
2026-06-21,Journal Square Urby,1,712,1BR,1,1.0,523,3195.0,,asking,"$2,679 */mo * Price includes concessions.",08/20/2026,,,,2026-06-08,2026-06-21,0
2026-06-11,Journal Square Urby,1,712,1BR,1,1.0,523,3265.0,,asking,"$2,786 */mo * Price includes concessions.",08/20/2026,,,,2026-06-11,2026-06-11,0
2026-07-20,Journal Square Urby,1,713,1BR,1,1.0,,3235.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/26/2026,,,,2026-06-25,2026-07-20,1
2026-06-20,Journal Square Urby,1,716,1BR,1,1.0,,3225.0,,asking,"$2,679 */mo * Price includes concessions.",08/19/2026,,,,2026-06-12,2026-06-20,0
2026-07-20,Journal Square Urby,1,911,1BR,1,1.0,,3250.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,09/16/2026,,,,2026-07-19,2026-07-20,1
2026-07-20,Journal Square Urby,1,916,1BR,1,1.0,,3345.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,09/17/2026,,,,2026-07-14,2026-07-20,1
2026-06-30,Journal Square Urby,1,1002,2BR,2,2.0,,4825.0,,asking,"$2,716 */mo * Price includes concessions.",08/25/2026,,,,2026-06-24,2026-06-30,0
2026-06-21,Journal Square Urby,1,1410,2BR,2,2.0,907,,4695.0,net_effective,"$2,679 */mo * Price includes concessions.",07/30/2026,,,,2026-06-08,2026-06-21,0
2026-06-11,Journal Square Urby,1,1410,2BR,2,2.0,907,4735.0,,asking,"$2,786 */mo * Price includes concessions.",07/30/2026,,,,2026-06-11,2026-06-11,0
2026-07-15,Journal Square Urby,1,1710,2BR,2,2.0,907,,4825.0,net_effective,"$2,995 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-07-15,0
2026-06-11,Journal Square Urby,1,1710,2BR,2,2.0,907,4795.0,,asking,"$2,786 */mo * Price includes concessions.",06/30/2026,,,,2026-06-11,2026-06-11,0
2026-06-08,Journal Square Urby,1,1714,2BR,2,2.0,831,4146.0,4146.0,both,,7/4,,,,2026-06-08,2026-06-08,0
2026-07-06,Journal Square Urby,1,1812,2BR,2,2.0,805,,4174.0,net_effective,"$4,174 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-07-06,0
2026-06-11,Journal Square Urby,1,1812,2BR,2,2.0,805,4625.0,,asking,"$2,786 */mo * Price includes concessions.",Now,,,,2026-06-11,2026-06-11,0
2026-07-14,Journal Square Urby,1,1910,2BR,2,2.0,907,,4249.0,net_effective,"$2,621 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-07-14,0
2026-06-11,Journal Square Urby,1,1910,2BR,2,2.0,907,4850.0,,asking,"$2,786 */mo * Price includes concessions.",07/04/2026,,,,2026-06-11,2026-06-11,0
2026-07-09,Journal Square Urby,1,2014,2BR,2,2.0,,,3934.0,net_effective,"$3,934 */mo * Price includes concessions.",Now,,,,2026-06-19,2026-07-09,0
2026-07-16,Journal Square Urby,1,2110,2BR,2,2.0,,4925.0,,asking,"$4,257 */mo * Price includes concessions.",Now,,,,2026-06-19,2026-07-16,0
2026-07-10,Journal Square Urby,1,2112,2BR,2,2.0,805,,4039.0,net_effective,"$4,039 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-07-10,0
2026-06-11,Journal Square Urby,1,2112,2BR,2,2.0,805,4695.0,,asking,"$2,786 */mo * Price includes concessions.",06/28/2026,,,,2026-06-11,2026-06-11,0
2026-06-12,Journal Square Urby,1,2214,2BR,2,2.0,831,4625.0,,asking,"$3,010 */mo * Price includes concessions.",07/12/2026,,,,2026-06-08,2026-06-12,0
2026-06-11,Journal Square Urby,1,2214,2BR,2,2.0,831,4535.0,,asking,"$2,786 */mo * Price includes concessions.",07/12/2026,,,,2026-06-11,2026-06-11,0
2026-07-19,Journal Square Urby,1,802,2BR,2,2.0,,,4257.0,net_effective,"$4,257 */mo * Price includes concessions.",Now,,,,2026-07-08,2026-07-19,0
2026-06-26,Journal Square Urby,1,714,3BR,3,2.0,892,5375.0,,asking,"$2,679 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-26,0
2026-06-11,Journal Square Urby,1,714,3BR,3,2.0,892,5355.0,,asking,"$2,786 */mo * Price includes concessions.",Now,,,,2026-06-11,2026-06-11,0
2026-07-17,Journal Square Urby,1,1101,Studio,0,1.0,,2895.0,,asking,"$4,257 */mo * Price includes concessions.",08/18/2026,,,,2026-07-11,2026-07-17,0
2026-06-19,Journal Square Urby,1,1115,Studio,0,1.0,456,,3055.0,net_effective,"$2,874 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-19,0
2026-06-11,Journal Square Urby,1,1115,Studio,0,1.0,456,3075.0,,asking,"$2,786 */mo * Price includes concessions.",06/14/2026,,,,2026-06-11,2026-06-11,0
2026-07-08,Journal Square Urby,1,1204,Studio,0,1.0,,2905.0,,asking,"$2,787 */mo * Price includes concessions.",08/22/2026,,,,2026-07-03,2026-07-08,0
2026-07-08,Journal Square Urby,1,1406,Studio,0,1.0,,2925.0,,asking,"$2,787 */mo * Price includes concessions.",07/15/2026,,,,2026-07-01,2026-07-08,0
2026-06-08,Journal Square Urby,1,1415,Studio,0,1.0,456,3095.0,2857.0,both,,7/12,,,,2026-06-08,2026-06-08,0
2026-06-30,Journal Square Urby,1,1506,Studio,0,1.0,442,,2716.0,net_effective,"$2,716 */mo * Price includes concessions.",08/04/2026,,,,2026-06-08,2026-06-30,0
2026-06-11,Journal Square Urby,1,1506,Studio,0,1.0,442,2965.0,,asking,"$2,786 */mo * Price includes concessions.",08/04/2026,,,,2026-06-11,2026-06-11,0
2026-06-27,Journal Square Urby,1,1515,Studio,0,1.0,456,3075.0,,asking,"$2,716 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-27,0
2026-06-11,Journal Square Urby,1,1515,Studio,0,1.0,456,3095.0,,asking,"$2,786 */mo * Price includes concessions.",06/18/2026,,,,2026-06-11,2026-06-11,0
2026-07-20,Journal Square Urby,1,1606,Studio,0,1.0,,2925.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/04/2026,,,,2026-06-12,2026-07-20,1
2026-07-08,Journal Square Urby,1,1615,Studio,0,1.0,,,2787.0,net_effective,"$2,787 */mo * Price includes concessions.",Now,,,,2026-06-27,2026-07-08,0
2026-07-20,Journal Square Urby,1,1701,Studio,0,1.0,,2975.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/18/2026,,,,2026-07-20,2026-07-20,1
2026-07-07,Journal Square Urby,1,1704,Studio,0,1.0,,3025.0,,asking,1 month free on select units!Additional leasing specials available - contact us to learn more.,Now,,,,2026-06-27,2026-07-07,0
2026-07-01,Journal Square Urby,1,1804,Studio,0,1.0,,2975.0,,asking,"$2,925 */mo * Price includes concessions.",07/03/2026,,,,2026-07-01,2026-07-01,0
2026-06-15,Journal Square Urby,1,1903,Studio,0,1.0,442,,2786.0,net_effective,"$2,786 */mo * Price includes concessions.",07/07/2026,,,,2026-06-08,2026-06-15,0
2026-06-11,Journal Square Urby,1,1903,Studio,0,1.0,442,,2786.0,net_effective,"$2,786 */mo * Price includes concessions.",07/07/2026,,,,2026-06-11,2026-06-11,0
2026-07-19,Journal Square Urby,1,1904,Studio,0,1.0,,2975.0,,asking,"$4,257 */mo * Price includes concessions.",08/05/2026,,,,2026-07-02,2026-07-19,0
2026-07-01,Journal Square Urby,1,203,Studio,0,1.0,,2895.0,,asking,"$2,925 */mo * Price includes concessions.",09/13/2026,,,,2026-06-25,2026-07-01,0
2026-07-02,Journal Square Urby,1,2101,Studio,0,1.0,,2985.0,,asking,"$2,925 */mo * Price includes concessions.",07/18/2026,,,,2026-07-02,2026-07-02,0
2026-07-18,Journal Square Urby,1,2204,Studio,0,1.0,,2995.0,,asking,"$4,257 */mo * Price includes concessions.",Now,,,,2026-07-16,2026-07-18,0
2026-07-15,Journal Square Urby,1,2206,Studio,0,1.0,,,2995.0,net_effective,"$2,995 */mo * Price includes concessions.",Now,,,,2026-07-08,2026-07-15,0
2026-06-25,Journal Square Urby,1,2306,Studio,0,1.0,442,,2763.0,net_effective,"$2,679 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-25,0
2026-06-11,Journal Square Urby,1,2306,Studio,0,1.0,442,,2809.0,net_effective,"$2,786 */mo * Price includes concessions.",06/21/2026,,,,2026-06-11,2026-06-11,0
2026-07-18,Journal Square Urby,1,403,Studio,0,1.0,,2865.0,,asking,"$4,257 */mo * Price includes concessions.",08/04/2026,,,,2026-07-08,2026-07-18,0
2026-07-20,Journal Square Urby,1,504,Studio,0,1.0,,2865.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,09/23/2026,,,,2026-07-18,2026-07-20,1
2026-07-20,Journal Square Urby,1,506,Studio,0,1.0,,2865.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,09/10/2026,,,,2026-07-15,2026-07-20,1
2026-07-20,Journal Square Urby,1,515,Studio,0,1.0,,3165.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/18/2026,,,,2026-07-04,2026-07-20,1
2026-07-20,Journal Square Urby,1,715,Studio,0,1.0,,3165.0,,asking,Up to 2 Months Free on Select Apartments! Additional leasing specials available - contact us to learn more.,08/29/2026,,,,2026-07-11,2026-07-20,1
2026-06-20,Journal Square Urby,1,803,Studio,0,1.0,,,2679.0,net_effective,"$2,679 */mo * Price includes concessions.",Now,,,,2026-06-16,2026-06-20,0
2026-06-26,Journal Square Urby,1,804,Studio,0,1.0,442,,2679.0,net_effective,"$2,679 */mo * Price includes concessions.",Now,,,,2026-06-08,2026-06-26,0
2026-06-11,Journal Square Urby,1,804,Studio,0,1.0,442,2925.0,,asking,"$2,786 */mo * Price includes concessions.",06/20/2026,,,,2026-06-11,2026-06-11,0
2026-07-14,Journal Square Urby,1,906,Studio,0,1.0,,2885.0,,asking,"$2,621 */mo * Price includes concessions.",09/08/2026,,,,2026-07-11,2026-07-14,0
2026-06-30,Journal Squared,1,0902,1BR,1,1.0,591,3200.0,,asking,Up to 1 mo free on SELECT units (term not stated),07/01/2026,,,,2026-06-11,2026-06-30,0
2026-07-10,Journal Squared,1,1102,1BR,1,1.0,716,3260.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-14,2026-07-10,0
2026-07-10,Journal Squared,1,1115,1BR,1,1.0,830,3695.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-08,2026-07-10,0
2026-06-08,Journal Squared,1,1401,1BR,1,1.0,687,3195.0,2949.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-20,Journal Squared,1,1402,1BR,1,1.0,716,3395.0,,asking,Up to 1 mo free on SELECT units (term not stated),11/07/2026,,,,2026-07-01,2026-07-20,1
2026-06-13,Journal Squared,1,1502,1BR,1,1.0,716,3395.0,,asking,Up to 1 mo free on SELECT units (term not stated),08/07/2026,,,,2026-06-08,2026-06-13,0
2026-06-16,Journal Squared,1,1701,1BR,1,1.0,656,3295.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-11,2026-06-16,0
2026-07-11,Journal Squared,1,1702,1BR,1,1.0,716,3270.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-16,2026-07-11,0
2026-07-19,Journal Squared,1,1702,1BR,1,1.0,591,3285.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/08/2026,,,,2026-07-05,2026-07-19,0
2026-07-09,Journal Squared,1,1703,1BR,1,1.0,646,3035.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/13/2026,,,,2026-07-08,2026-07-09,0
2026-06-08,Journal Squared,1,1709,1BR,1,1.0,965,3705.0,3420.0,both,,09/07/2026,,,,2026-06-08,2026-06-08,0
2026-06-08,Journal Squared,1,1810,1BR,1,1.0,827,3510.0,3240.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-21,Journal Squared,1,1912,1BR,1,1.0,870,3870.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-08,2026-06-21,0
2026-07-20,Journal Squared,1,2001,1BR,1,1.0,656,3320.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-18,2026-07-20,1
2026-07-15,Journal Squared,1,2002,1BR,1,1.0,738,3375.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-08,2026-07-15,0
2026-06-08,Journal Squared,1,2014,1BR,1,1.0,869,3675.0,3392.0,both,,08/18/2026,,,,2026-06-08,2026-06-08,0
2026-07-02,Journal Squared,1,2101,1BR,1,1.0,656,3245.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-17,2026-07-02,0
2026-07-20,Journal Squared,1,2101,1BR,1,1.0,777,3345.0,,asking,Up to 1 mo free on SELECT units (term not stated),10/13/2026,,,,2026-07-20,2026-07-20,1
2026-07-20,Journal Squared,1,2214,1BR,1,1.0,869,3685.0,,asking,Up to 1 mo free on SELECT units (term not stated),08/27/2026,,,,2026-06-25,2026-07-20,1
2026-06-21,Journal Squared,1,2301,1BR,1,1.0,656,3245.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-13,2026-06-21,0
2026-07-20,Journal Squared,1,2312,1BR,1,1.0,870,4060.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/14/2026,,,,2026-07-01,2026-07-20,1
2026-07-20,Journal Squared,1,2412,1BR,1,1.0,870,4060.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/13/2026,,,,2026-07-09,2026-07-20,1
2026-07-20,Journal Squared,1,2501,1BR,1,1.0,631,3290.0,,asking,Up to 1 mo free on SELECT units (term not stated),10/07/2026,,,,2026-07-20,2026-07-20,1
2026-07-16,Journal Squared,1,2605,1BR,1,1.0,618,3495.0,,asking,Up to 1 mo free on SELECT units (term not stated),08/23/2026,,,,2026-06-26,2026-07-16,0
2026-07-11,Journal Squared,1,2614,1BR,1,1.0,869,3540.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-15,2026-07-11,0
2026-06-18,Journal Squared,1,2705,1BR,1,1.0,618,3280.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-18,2026-06-18,0
2026-07-13,Journal Squared,1,2802,1BR,1,1.0,698,3230.0,,asking,Up to 1 mo free on SELECT units (term not stated),08/19/2026,,,,2026-07-13,2026-07-13,0
2026-07-20,Journal Squared,1,2902,1BR,1,1.0,738,3550.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/07/2026,,,,2026-07-01,2026-07-20,1
2026-07-07,Journal Squared,1,2905,1BR,1,1.0,622,3255.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-14,2026-07-07,0
2026-06-25,Journal Squared,1,2905,1BR,1,1.0,618,3330.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-25,2026-06-25,0
2026-07-20,Journal Squared,1,3103,1BR,1,1.0,686,3775.0,,asking,Up to 1 mo free on SELECT units (term not stated),08/04/2026,,,,2026-06-08,2026-07-20,1
2026-07-15,Journal Squared,1,3103,1BR,1,1.0,652,3310.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/05/2026,,,,2026-06-18,2026-07-15,0
2026-07-15,Journal Squared,1,3106,1BR,1,1.0,623,3520.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/20/2026,,,,2026-07-13,2026-07-15,0
2026-06-08,Journal Squared,1,3303,1BR,1,1.0,652,3100.0,2862.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-09,Journal Squared,1,3303,1BR,1,1.0,732,3215.0,,asking,Up to 1 mo free on SELECT units (term not stated),Now,,,,2026-06-13,2026-07-09,0
2026-07-11,Journal Squared,1,3403,1BR,1,1.0,732,3255.0,,asking,Up to 1 mo free on SELECT units (term not stated),09/08/2026,,,,2026-07-04,2026-07-11,0
