snapshot_date,building,in_market,unit,unit_type,beds,baths,sqft,asking_rent,net_effective_rent,price_basis,concession_text,available_date,data_flag,conc_months,lease_months,first_seen,last_seen,active
2026-06-15,505 Summit,1,4714,Studio,0,1.0,520,3516.0,3100.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-12,2026-06-15,0
2026-06-13,505 Summit,1,4914,Studio,0,1.0,520,3536.0,3118.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-13,2026-06-13,0
2026-06-21,505 Summit,1,5004,Studio,0,1.0,586,3576.0,3153.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-20,2026-06-21,0
2026-06-27,505 Summit,1,5014,Studio,0,1.0,520,3581.0,3158.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-23,2026-06-27,0
2026-07-20,505 Summit,1,5104,Studio,0,1.0,586,3536.0,3118.0,both,GRAND OPENING: OFFERING UP TO 3 MONTHS FREE*,,,2.5,24,2026-07-18,2026-07-20,1
2026-07-20,505 Summit,1,5109,Studio,0,1.0,462,3706.0,3270.0,both,GRAND OPENING: OFFERING UP TO 3 MONTHS FREE*,,,2.5,24,2026-06-23,2026-07-20,1
2026-06-11,505 Summit,1,5204,Studio,0,1.0,586,3546.0,3126.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-08,2026-06-11,0
2026-07-20,505 Summit,1,5204,Studio,0,1.0,586,3546.0,3126.0,both,GRAND OPENING: OFFERING UP TO 3 MONTHS FREE*,,,2.5,24,2026-06-12,2026-07-20,1
2026-06-11,505 Summit,1,5206,Studio,0,1.0,530,3596.0,3171.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-08,2026-06-11,0
2026-07-12,505 Summit,1,5206,Studio,0,1.0,530,3596.0,3171.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-12,2026-07-12,0
2026-06-11,505 Summit,1,5309,Studio,0,1.0,462,3681.0,3247.0,both,GRAND OPENING: OFFERING UP TO 2.5 MONTHS FREE*,,,2.5,24,2026-06-08,2026-06-11,0
2026-07-20,505 Summit,1,5309,Studio,0,1.0,462,3641.0,3212.0,both,GRAND OPENING: OFFERING UP TO 3 MONTHS FREE*,,,2.5,24,2026-06-12,2026-07-20,1
2026-06-21,55 Jordan,1,1333,1BR,1,1.0,,2400.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-08,2026-06-21,0
2026-07-20,55 Jordan,1,1373,1BR,1,1.0,,2500.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-07-16,2026-07-20,1
2026-06-21,55 Jordan,1,4199,1BR,1,1.0,,2200.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-08,2026-06-21,0
2026-07-15,55 Jordan,1,555,1BR,1,1.0,,2675.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-22,2026-07-15,0
2026-07-15,55 Jordan,1,556,1BR,1,1.0,,2700.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-22,2026-07-15,0
2026-07-20,55 Jordan,1,1699,2BR,2,1.0,,2875.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-07-16,2026-07-20,1
2026-07-20,55 Jordan,1,1801,2BR,2,2.0,,3100.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-07-16,2026-07-20,1
2026-06-21,55 Jordan,1,8100,2BR,2,1.0,,2675.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-08,2026-06-21,0
2026-06-21,55 Jordan,1,9090,2BR,2,1.0,,2750.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-08,2026-06-21,0
2026-07-20,55 Jordan,1,2060,Studio,0,1.0,,2050.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-07-16,2026-07-20,1
2026-06-21,55 Jordan,1,2077,Studio,0,1.0,,2050.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-08,2026-06-21,0
2026-07-15,55 Jordan,1,266,Studio,0,1.0,,2000.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-22,2026-07-15,0
2026-06-21,55 Jordan,1,3055,Studio,0,1.0,,2075.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-08,2026-06-21,0
2026-07-15,55 Jordan,1,355,Studio,0,1.0,,2100.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-06-22,2026-07-15,0
2026-07-20,55 Jordan,1,4070,Studio,0,1.0,,2200.0,,asking,Up to 3 mo free + no broker fee (term not stated),,,,,2026-07-16,2026-07-20,1
2026-07-20,Atlas,1,0305,1BR,1,1.0,,3377.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0401,1BR,1,1.0,,2968.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0406,1BR,1,1.0,,3422.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0503,1BR,1,1.0,,4283.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0505,1BR,1,1.0,,3783.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0803,1BR,1,1.0,,3949.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1303,1BR,1,1.0,,4383.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1707,1BR,1,1.0,,3718.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1807,1BR,1,1.0,,3743.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,2001,1BR,1,1.0,,3437.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,2201,1BR,1,1.0,,3437.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,2203,1BR,1,1.0,,4202.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,2305,1BR,1,1.0,,4483.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1106,2BR,2,2.0,,4456.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1206,2BR,2,2.0,,4898.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1306,2BR,2,2.0,,4933.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0304,3BR,3,2.0,,5530.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0904,3BR,3,2.0,,5605.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,1704,3BR,3,2.0,,5715.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,2304,3BR,3,2.0,,6485.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Atlas,1,0808,Studio,0,1.0,,2807.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,106,1BR,1,1.0,,2660.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,219,1BR,1,1.0,,2650.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,351,1BR,1,1.0,,2645.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,435,1BR,1,1.0,,2660.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,551,1BR,1,1.0,,2640.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,PH51,1BR,1,1.0,,2785.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,211,2BR,2,2.0,,3970.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,246,2BR,2,2.0,,4095.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,255,2BR,2,2.0,,3880.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,311,2BR,2,2.0,,3770.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,379,2BR,2,2.0,,3770.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,381,2BR,2,1.0,,3220.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,416,2BR,2,2.0,,3685.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,474,2BR,2,2.0,,3795.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,516,2BR,2,2.0,,3705.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,555,2BR,2,2.0,,3810.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,PH46,2BR,2,2.0,,3720.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,PH60,2BR,2,1.0,,3330.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,336,Studio,0,1.0,,2499.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,PH05,Studio,0,1.0,,2245.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,PH36,Studio,0,1.0,,2423.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Birch House,1,PH64,Studio,0,1.0,,2270.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0207,1BR,1,1.0,780,4268.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0503,1BR,1,1.0,835,4608.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0507,1BR,1,1.0,780,4358.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0906,1BR,1,1.0,795,4333.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1206,1BR,1,1.0,795,4363.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1605,1BR,1,1.0,773,4383.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1606,1BR,1,1.0,795,4428.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1607,1BR,1,1.0,780,4448.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1906,1BR,1,1.0,795,4443.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS2006,1BR,1,1.0,795,4448.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS3007,1BR,1,1.0,780,4518.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0316,2BR,2,2.0,942,6022.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0802,2BR,2,2.0,1267,5972.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0808,2BR,2,2.0,1266,6097.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1008,2BR,2,2.0,1266,6172.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1115,2BR,2,2.0,1292,6832.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1608,2BR,2,2.0,1266,6197.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS2202,2BR,2,2.0,1267,6012.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS2904,2BR,2,2.0,1080,5847.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS3204,2BR,2,2.0,1080,5862.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1116,3BR,3,3.0,1701,8649.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1416,3BR,3,3.0,1701,8659.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1616,3BR,3,3.0,1701,8669.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS1816,3BR,3,3.0,1701,8679.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS2316,3BR,3,3.0,1701,8704.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS2416,3BR,3,3.0,1701,8709.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0218,Studio,0,1.0,484,3303.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0222,Studio,0,1.0,484,3303.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0224,Studio,0,1.0,484,3303.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0320,Studio,0,1.0,484,3308.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0326,Studio,0,1.0,484,3308.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0424,Studio,0,1.0,484,3313.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,Bisby,1,BIS0528,Studio,0,1.0,484,3318.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine East,1,fp4,1BR,1,1.0,660,2234.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine East,1,fp5,1BR,1,1.0,801,2539.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine East,1,fp6,1BR,1,1.0,696,2264.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine East,1,fp1,Studio,0,1.0,506,1938.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine East,1,fp2,Studio,0,1.0,460,2002.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine East,1,fp3,Studio,0,1.0,513,2114.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine West,1,fp1,1BR,1,1.0,670,2310.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine West,1,fp2,1BR,1,1.0,665,2310.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-07-20,CityLine West,1,fp3,2BR,2,1.0,986,3128.0,,asking,,,,,,2026-07-20,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,0211,1BR,1,1.0,,3370.0,3129.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-08,Four Twenty Five Summit,1,0213,1BR,1,1.0,762,3330.0,3092.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-17,Four Twenty Five Summit,1,0213,1BR,1,1.0,762,3330.0,2913.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-17,0
2026-06-08,Four Twenty Five Summit,1,0219,1BR,1,1.0,711,3450.0,3204.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-17,Four Twenty Five Summit,1,0219,1BR,1,1.0,711,3450.0,3018.0,both,"$2,296.88 Net Effective Rent",,,,,2026-06-11,2026-07-17,0
2026-06-08,Four Twenty Five Summit,1,0312,1BR,1,1.0,612,3150.0,2925.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-15,Four Twenty Five Summit,1,0312,1BR,1,1.0,612,3150.0,2756.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-15,0
2026-06-08,Four Twenty Five Summit,1,0511,1BR,1,1.0,741,3430.0,3185.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-12,Four Twenty Five Summit,1,0511,1BR,1,1.0,741,3430.0,3001.0,both,"$2,301.25 Net Effective Rent",9/8/2026,,,,2026-06-11,2026-06-12,0
2026-07-20,Four Twenty Five Summit,1,0519,1BR,1,1.0,719,3545.0,3101.0,both,"$2,296.88 Net Effective Rent",10/3/2026,,,,2026-06-30,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,0602,1BR,1,1.0,619,3175.0,2948.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-13,Four Twenty Five Summit,1,0602,1BR,1,1.0,619,3175.0,2778.0,both,"$2,310.00 Net Effective Rent",7/18/2026,,,,2026-06-11,2026-06-13,0
2026-06-13,Four Twenty Five Summit,1,0719,1BR,1,1.0,719,3400.0,2975.0,both,"$2,310.00 Net Effective Rent",10/8/2026,,,,2026-06-11,2026-06-13,0
2026-07-06,Four Twenty Five Summit,1,0815,1BR,1,1.0,650,3250.0,2843.0,both,"$2,848.13 Net Effective Rent",8/29/2026,,,,2026-06-22,2026-07-06,0
2026-06-08,Four Twenty Five Summit,1,0816,1BR,1,1.0,,3225.0,2995.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-08,Four Twenty Five Summit,1,0907,1BR,1,1.0,653,3325.0,3088.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-07,Four Twenty Five Summit,1,0907,1BR,1,1.0,653,3425.0,2996.0,both,"$2,848.13 Net Effective Rent",,,,,2026-06-11,2026-07-07,0
2026-07-16,Four Twenty Five Summit,1,1102,1BR,1,1.0,639,3430.0,3001.0,both,"$2,296.88 Net Effective Rent",10/6/2026,,,,2026-06-30,2026-07-16,0
2026-06-08,Four Twenty Five Summit,1,1107,1BR,1,1.0,652,3285.0,3050.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-15,Four Twenty Five Summit,1,1107,1BR,1,1.0,652,3285.0,2874.0,both,"$2,336.25 Net Effective Rent",7/30/2026,,,,2026-06-11,2026-06-15,0
2026-06-08,Four Twenty Five Summit,1,1410,1BR,1,1.0,622,3250.0,3018.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-14,Four Twenty Five Summit,1,1410,1BR,1,1.0,622,3250.0,2843.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-14,0
2026-06-08,Four Twenty Five Summit,1,1502,1BR,1,1.0,639,3465.0,3218.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-16,Four Twenty Five Summit,1,1502,1BR,1,1.0,639,3465.0,3031.0,both,"$2,336.25 Net Effective Rent",8/2/2026,,,,2026-06-11,2026-06-16,0
2026-06-08,Four Twenty Five Summit,1,1508,1BR,1,1.0,623,3285.0,3050.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-01,Four Twenty Five Summit,1,1508,1BR,1,1.0,623,3285.0,2874.0,both,"$2,384.38 Net Effective Rent",8/8/2026,,,,2026-06-11,2026-07-01,0
2026-06-08,Four Twenty Five Summit,1,1807,1BR,1,1.0,656,3475.0,3227.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-06,Four Twenty Five Summit,1,1807,1BR,1,1.0,656,3475.0,3040.0,both,"$2,848.13 Net Effective Rent",,,,,2026-06-11,2026-07-06,0
2026-06-08,Four Twenty Five Summit,1,2003,1BR,1,1.0,616,3550.0,3296.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-23,Four Twenty Five Summit,1,2003,1BR,1,1.0,616,3550.0,3106.0,both,"$2,384.38 Net Effective Rent",,,,,2026-06-11,2026-06-23,0
2026-06-08,Four Twenty Five Summit,1,2005,1BR,1,1.0,627,3505.0,3255.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-13,Four Twenty Five Summit,1,2005,1BR,1,1.0,627,3505.0,3066.0,both,"$2,310.00 Net Effective Rent",7/6/2026,,,,2026-06-11,2026-06-13,0
2026-06-08,Four Twenty Five Summit,1,2008,1BR,1,1.0,623,3385.0,3143.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-23,Four Twenty Five Summit,1,2008,1BR,1,1.0,623,3385.0,2961.0,both,"$2,384.38 Net Effective Rent",,,,,2026-06-11,2026-06-23,0
2026-06-08,Four Twenty Five Summit,1,2114,1BR,1,1.0,670,3490.0,3241.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-13,Four Twenty Five Summit,1,2114,1BR,1,1.0,670,3490.0,3053.0,both,"$2,310.00 Net Effective Rent",7/31/2026,,,,2026-06-11,2026-06-13,0
2026-06-08,Four Twenty Five Summit,1,2202,1BR,1,1.0,639,3605.0,3348.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-18,Four Twenty Five Summit,1,2202,1BR,1,1.0,639,3605.0,3154.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-18,0
2026-06-08,Four Twenty Five Summit,1,2207,1BR,1,1.0,652,3555.0,3301.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-08,Four Twenty Five Summit,1,2207,1BR,1,1.0,652,3555.0,3110.0,both,"$2,848.13 Net Effective Rent",,,,,2026-06-11,2026-07-08,0
2026-06-08,Four Twenty Five Summit,1,2214,1BR,1,1.0,670,3510.0,3259.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-14,Four Twenty Five Summit,1,2214,1BR,1,1.0,670,3510.0,3071.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-14,0
2026-06-08,Four Twenty Five Summit,1,2412,1BR,1,1.0,670,3550.0,3296.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-05,Four Twenty Five Summit,1,2412,1BR,1,1.0,670,3550.0,3106.0,both,"$2,848.13 Net Effective Rent",7/28/2026,,,,2026-06-11,2026-07-05,0
2026-06-08,Four Twenty Five Summit,1,2506,1BR,1,1.0,623,3485.0,3236.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-20,Four Twenty Five Summit,1,2506,1BR,1,1.0,623,3485.0,3049.0,both,"$2,336.25 Net Effective Rent",7/26/2026,,,,2026-06-11,2026-06-20,0
2026-06-08,Four Twenty Five Summit,1,2508,1BR,1,1.0,622,3485.0,3236.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-06,Four Twenty Five Summit,1,2508,1BR,1,1.0,622,3485.0,3049.0,both,"$2,848.13 Net Effective Rent",,,,,2026-06-11,2026-07-06,0
2026-06-08,Four Twenty Five Summit,1,2512,1BR,1,1.0,670,3570.0,3315.0,both,,,,,,2026-06-08,2026-06-08,0
2026-07-08,Four Twenty Five Summit,1,2512,1BR,1,1.0,670,3570.0,3123.0,both,"$2,848.13 Net Effective Rent",8/20/2026,,,,2026-06-11,2026-07-08,0
2026-07-13,Four Twenty Five Summit,1,2606,1BR,1,1.0,623,3505.0,3066.0,both,"$2,362.50 Net Effective Rent",9/2/2026,,,,2026-06-28,2026-07-13,0
2026-06-08,Four Twenty Five Summit,1,0501,2BR,2,2.0,1129,4810.0,4466.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-19,Four Twenty Five Summit,1,0501,2BR,2,2.0,1129,4810.0,4208.0,both,"$2,336.25 Net Effective Rent",8/8/2026,,,,2026-06-11,2026-06-19,0
2026-06-08,Four Twenty Five Summit,1,0503,2BR,2,2.0,1022,4950.0,4596.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-21,Four Twenty Five Summit,1,0503,2BR,2,2.0,1022,4950.0,4331.0,both,"$2,336.25 Net Effective Rent",8/3/2026,,,,2026-06-11,2026-06-21,0
2026-07-12,Four Twenty Five Summit,1,0601,2BR,2,2.0,1129,4830.0,4226.0,both,"$2,362.50 Net Effective Rent",9/7/2026,,,,2026-07-10,2026-07-12,0
2026-06-12,Four Twenty Five Summit,1,0801,2BR,2,2.0,1129,4925.0,4309.0,both,"$2,301.25 Net Effective Rent",8/21/2026,,,,2026-06-11,2026-06-12,0
2026-06-08,Four Twenty Five Summit,1,1001,2BR,2,2.0,,4995.0,4638.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-08,Four Twenty Five Summit,1,1006,2BR,2,2.0,972,4810.0,4466.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-14,Four Twenty Five Summit,1,1006,2BR,2,2.0,972,4810.0,4208.0,both,"$2,336.25 Net Effective Rent",8/5/2026,,,,2026-06-11,2026-06-14,0
2026-06-08,Four Twenty Five Summit,1,1901,2BR,2,2.0,1004,5095.0,4731.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-17,Four Twenty Five Summit,1,1901,2BR,2,2.0,1004,5095.0,4458.0,both,"$2,336.25 Net Effective Rent",,,,,2026-06-11,2026-06-17,0
2026-07-20,Four Twenty Five Summit,1,2201,2BR,2,2.0,1004,5325.0,4659.0,both,"$2,296.88 Net Effective Rent",,,,,2026-07-06,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,2502,2BR,2,2.0,986,5050.0,4689.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-29,Four Twenty Five Summit,1,2502,2BR,2,2.0,986,5050.0,4418.0,both,"$2,384.38 Net Effective Rent",8/7/2026,,,,2026-06-11,2026-06-29,0
2026-07-13,Four Twenty Five Summit,1,2301,3BR,3,2.0,1241,6270.0,5486.0,both,"$2,362.50 Net Effective Rent",9/20/2026,,,,2026-06-24,2026-07-13,0
2026-06-21,Four Twenty Five Summit,1,2401,3BR,3,2.0,1241,6300.0,5512.0,both,"$2,336.25 Net Effective Rent",9/7/2026,,,,2026-06-18,2026-06-21,0
2026-06-08,Four Twenty Five Summit,1,0204,Studio,0,1.0,439,2630.0,2442.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-12,Four Twenty Five Summit,1,0204,Studio,0,1.0,439,2630.0,2301.0,both,"$2,301.25 Net Effective Rent",8/1/2026,,,,2026-06-11,2026-06-12,0
2026-06-08,Four Twenty Five Summit,1,0220,Studio,0,1.0,572,3125.0,2902.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-28,Four Twenty Five Summit,1,0220,Studio,0,1.0,572,3125.0,2734.0,both,"$2,384.38 Net Effective Rent",,,,,2026-06-11,2026-06-28,0
2026-07-20,Four Twenty Five Summit,1,0222,Studio,0,1.0,529,2625.0,2296.0,both,"$2,296.88 Net Effective Rent",,,,,2026-07-14,2026-07-20,1
2026-06-08,Four Twenty Five Summit,1,0309,Studio,0,1.0,515,2860.0,2656.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-16,Four Twenty Five Summit,1,0309,Studio,0,1.0,515,2860.0,2502.0,both,"$2,336.25 Net Effective Rent",6/29/2026,,,,2026-06-11,2026-06-16,0
2026-06-08,Four Twenty Five Summit,1,0317,Studio,0,1.0,,2400.0,2229.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-24,Four Twenty Five Summit,1,0320,Studio,0,1.0,577,2995.0,2620.0,both,"$2,384.38 Net Effective Rent",9/21/2026,,,,2026-06-19,2026-06-24,0
2026-06-08,Four Twenty Five Summit,1,0509,Studio,0,1.0,515,2900.0,2693.0,both,,,,,,2026-06-08,2026-06-08,0
2026-06-13,Four Twenty Five Summit,1,0509,Studio,0,1.0,515,2900.0,2537.0,both,"$2,310.00 Net Effective Rent",7/30/2026,,,,2026-06-11,2026-06-13,0
2026-07-03,Four Twenty Five Summit,1,0510,Studio,0,1.0,434,2725.0,2384.0,both,"$2,384.38 Net Effective Rent",9/4/2026,,,,2026-06-23,2026-07-03,0
2026-07-20,Four Twenty Five Summit,1,0522,Studio,0,1.0,529,2775.0,2428.0,both,"$2,296.88 Net Effective Rent",,,,,2026-07-11,2026-07-20,1
