building,unit,beds,baths,sqft
505 Summit,5010,1,1.0,793
505 Summit,5011,1,1,594
505 Summit,5012,1,1.0,730
505 Summit,5013,1,1,701
505 Summit,5014,0,1,520
505 Summit,5102,0,1.0,417
505 Summit,5104,0,1.0,586
505 Summit,5105,1,1.0,692
505 Summit,5109,0,1,462
505 Summit,5111,1,1.0,551
505 Summit,5204,0,1,586
505 Summit,5206,0,1,530
505 Summit,5208,1,1.0,
505 Summit,5307,2,2,962
505 Summit,5309,0,1,462
505 Summit,5311,1,1,551
413 Summit,1010,1,1.0,
413 Summit,409,1,1.0,
345 Baldwin,1002,0,1,391
345 Baldwin,1006,1,1.0,664
345 Baldwin,1008,1,1,620
345 Baldwin,1106,1,1.0,664
345 Baldwin,1107,2,2,833
345 Baldwin,1110,1,1.0,650
345 Baldwin,1202,0,1,391
345 Baldwin,1205,1,1.0,664
345 Baldwin,1207,1,1.0,620
345 Baldwin,1303,3,3.0,1371
345 Baldwin,303,0,1.0,391
345 Baldwin,308,1,1.0,620
345 Baldwin,406,1,1.0,664
345 Baldwin,408,1,1.0,620
345 Baldwin,502,0,1,391
345 Baldwin,603,0,1.0,391
345 Baldwin,701,2,2.0,947
345 Baldwin,704,0,1.0,391
345 Baldwin,710,1,1,650
345 Baldwin,803,0,1.0,391
345 Baldwin,807,2,2.0,833
55 Jordan,1333,1,1.0,
55 Jordan,1373,1,1.0,
55 Jordan,1699,2,1.0,
55 Jordan,1801,2,2.0,
55 Jordan,1881,2,2.0,
55 Jordan,2060,0,1.0,
55 Jordan,2077,0,1.0,
55 Jordan,2291,1,1.0,
55 Jordan,266,0,1,
55 Jordan,3055,0,1.0,
55 Jordan,3286,0,1.0,
55 Jordan,355,0,1,
55 Jordan,4070,0,1.0,
55 Jordan,4199,1,1.0,
55 Jordan,555,1,1,
55 Jordan,556,1,1,
55 Jordan,6672,0,1.0,
55 Jordan,8100,2,2.0,
55 Jordan,8919,2,1.0,
55 Jordan,9090,2,2.0,
3 Journal Square,0214,2,2.0,1156
3 Journal Square,0217,1,1,752
3 Journal Square,0309,0,1.0,496
3 Journal Square,0404,2,2.0,1052
3 Journal Square,0417,1,1,752
3 Journal Square,0514,2,2.0,1156
3 Journal Square,0609,0,1.0,496
3 Journal Square,0612,0,1,496
3 Journal Square,0615,1,1,687
3 Journal Square,0701,1,1,687
3 Journal Square,0705,1,1.0,704
3 Journal Square,0810,1,1.0,752
3 Journal Square,0812,0,1.0,496
3 Journal Square,0818,0,1.0,496
3 Journal Square,1101,1,1,687
3 Journal Square,1106,1,1.0,726
3 Journal Square,1115,1,1,687
3 Journal Square,1117,1,1,752
3 Journal Square,1202,0,1.0,496
3 Journal Square,PH01,1,1,687
134 Baldwin,308,0,1,561
134 Baldwin,404,0,1.0,500
134 Baldwin,410,2,2.0,1088
134 Baldwin,414,0,1,660
134 Baldwin,504,0,1,575
134 Baldwin,513,0,1,565
134 Baldwin,603,0,1,500
134 Baldwin,607,0,1.0,561
134 Baldwin,705,1,1.0,750
134 Baldwin,710,0,1,565
134 Baldwin,713,0,1,565
134 Baldwin,714,0,1.0,565
134 Baldwin,802,0,1.0,500
